-43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.359375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -41.89453125 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 
-43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -43.65234375 -41.89453125 -43.359375 -42.48046874999999 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 -43.359375 
-0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -192.0 -0.0 -136.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 
-0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 16.0 -0.0 -128.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 
35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 36 36 36 36 36 36 36 36 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 
35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 36 36 36 36 36 36 36 36 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 
12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.3 12.3 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 11.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 
12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.3 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 11.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4 
